350850.7528555412 -121620.82866162609 366481.92080832436 884594.2985107116 448973.94724836387 130295.7083813867 385883.5676832129 -707862.9930874507 339155.8996870904 -897919.6865773464 
-405102.80213673797 -364442.51225084637 343562.5912166585 -37844.257024710416 -305383.08256337163 -330778.02098118677 -389408.69420763664 -84619.10687053204 -656775.5886390524 -357340.099518602 
259170.9842766875 721310.7110088957 421229.5186145485 570309.1191607998 -121123.70731010789 -297240.2569428036 819892.412219703 -211020.48175831814 -673025.8417914542 -553169.4357404441 
-837179.012209208 -499511.3191664877 -194040.16424668406 234466.67691972083 -319794.0857526334 -714049.3261248113 -12177.749663391034 52295.68761075009 637024.9105048375 -242972.21806498 
513715.2863541739 -770137.6225376626 485570.8713347104 -289770.159641159 -608512.6447584592 666714.184684444 -116283.44197050168 896541.4650840415 -642826.4440999539 428213.29149696394 
23406.101012217114 705753.0814917085 184957.50117107527 -208946.31567198352 43590.7995533793 429129.04549475363 -711107.8335513321 915505.7274155619 416213.75733718486 19407.709126686445 
-805723.028719038 -144463.26288728393 -481598.800537939 -177809.54581513896 -336280.6964871652 183983.8977146747 -941806.9745802464 30343.340914532426 -786286.0894929899 989175.1521499497 
-343253.41708663525 -663758.3154387034 787701.1358404772 726289.4355330088 808860.2595473852 -758296.2098433655 511910.2109271968 -9214.352914407733 -458041.5928729003 446310.2955760616 
716066.34831137 183587.1081953023 -785637.0819031904 -518337.098946108 -811722.9039689844 -176991.3485214623 399506.7519473906 -623399.091678292 -703645.5991376033 -510310.8038268227 
-765481.8014542614 -817591.6098593588 189468.90777100902 904021.252375785 683847.4946353729 -985680.3913885137 -835481.140508939 821228.2648122553 -455319.3633029526 564536.0217856534 
-216445.97778934368 -561050.9854019596 864926.7103884246 -659695.8236838477 -753142.3528213768 -830962.252430752 -934396.5150169911 267514.64044662775 852224.5794639923 72816.76262179879 
103137.47901364625 606458.039735249 770917.2267054613 -275682.50345506717 -528603.9878198694 721696.2823256829 -65220.90624445269 -443953.5217451154 -800762.9851787752 1761.6238975834567 
-808920.6940309053 -957090.2540637585 536927.479229243 199701.07729319995 338099.5181988373 68378.10972923925 -387984.16856547503 -544642.5084127067 965308.373153121 -527346.8516857509 
-58257.076383270556 -333060.930710078 -699095.752536915 -466852.83495838114 -558471.2996413985 875733.1720842556 975822.4861336674 -743398.6436636247 -142382.86174752295 -843463.4538035177 
-614262.4802592171 -671411.3589943377 22112.628569151508 344657.75699247373 500552.4538739249 228671.3849498257 -923376.1239061013 320772.82967582904 544833.9680028809 738448.3520594514 
500696.1898583784 47986.392635991564 -454269.2445769005 -550962.2761082473 -782697.2319005092 714289.030230199 666703.7184694125 -512376.01415803534 -140752.33787951106 -700357.120382042 
-78982.53624742036 -129416.97543600411 -484563.8687285614 921333.6722240022 446841.1825516536 -222722.2762569046 -208312.39169233642 288076.9527931358 -165748.04321659694 495904.4572740148 
271978.8001236955 757110.3887629134 563965.8367711795 -776996.513507151 317946.41568639013 270632.6796773528 -161471.0934788133 -939160.8769832691 -853863.8041332245 430327.5818874622 
-475852.9475199145 -128778.93850096327 -913462.9004003869 -23326.27137663553 -112805.24373908434 -166492.67739194504 520111.9336259458 -50602.71831957635 787324.0155215263 -213456.4945008146 
988436.9979509679 776636.4532305759 104023.11620069761 -435135.41028301534 -159814.35519040748 830825.6534793288 -43059.73406972806 -67180.85453328665 -872020.8213768081 -524177.56591041863 
-790748.1596085482 583815.5825888757 -212021.72773584467 202778.4707905692 -837124.1924147976 167948.6453011441 -177712.74362964777 357219.6465013174 -860172.5940221003 188478.17141979001 
171080.18731295643 -671208.9105885637 -855144.6382240995 745239.6750579779 183343.27819948806 -595433.4720431066 841664.1078659957 938081.3669057142 -594775.9603596609 475816.0083864974 
756429.6468070843 904863.7311022358 -58458.91815164755 -978815.2048800762 248111.55219016038 -518713.9171270294 -491890.58319428546 -894294.9899145071 258585.34742727806 -474463.79775520705 
116966.86441042414 28287.114042682108 326600.74431727524 292212.72662803903 375154.818693978 185944.5614684187 -370282.06156191265 -38335.69521464582 705682.6237588669 251192.9333345883 
-158265.76001204026 -61251.800912237144 -263047.0860492054 559549.8670015358 -411926.63149860606 342702.72487367503 -608666.8053314199 -826415.2712098687 542054.1286878812 -585572.0075216957 
-761088.8770281734 233672.56526360265 -62512.00172650197 41570.08327908325 -967745.8657594486 -972588.8683228594 300796.97068447224 795337.5007017474 -717040.6248388188 40317.31321808847 
299685.4841113023 -25311.651036641328 231486.17675160966 787172.3851740428 561093.4061698271 -858869.4771263892 774939.0826767618 -373873.14935825905 -574709.1343091414 -654180.0843762442 
