485128.46432723245 -598798.3491518716 
-189724.33374609414 724452.5929402376 
-215126.20490896527 -13041.935176783009 
775240.7690695613 -253730.50049995107 
-937356.5994132025 -527045.6446253109 
-957391.4423066594 -796448.2703101379 
-632594.9875153115 -561237.7917971434 
-199585.97064786684 -982044.3932117957 
549098.709979184 -14129.141285096295 
971225.9111554562 603006.0856149816 
522161.00652446295 978392.368107789 
814167.6778846506 457313.79507694906 
-289449.48645232874 389707.08733666805 
426334.23448606767 -822071.0654794743 
109537.96513899043 -363120.72807507473 
609032.9916844002 -781895.6834525319 
-909148.417673681 -448248.75540408015 
420137.055972639 -721810.9467541205 
-925745.3046556801 -365597.0748267032 
974048.464441723 -314286.005618587 
980521.2893370632 -753964.2217424086 
-88714.49478780758 814987.3861817319 
496783.0990693476 -884138.1334516598 
-408741.83959830913 619775.8073113577 
425955.9407780387 178656.63799330732 
8945.638965453021 -175961.66792768473 
-241677.31319932372 -495108.80150830717 
959335.0923281696 -970096.2404144382 
855360.6781268197 827258.7225313473 
707260.6620882328 -774601.8785534814 
-772275.0394426014 -344500.0708531771 
-924361.2885807193 -606019.5594526177 
-316319.258753609 768024.8344834445 
-918551.6784444184 -918961.7870965063 
-129272.60510109889 215487.73146036942 
836527.9382746811 514567.9083790714 
-427224.12141851685 -978700.0990368577 
-771311.9447675663 -334414.0459631997 
77840.28039742983 -739159.4814316618 
-758850.25627988 690008.7115111498 
10904.027494541137 -967426.0163689443 
367491.97956881346 709940.8049991962 
-70295.94987538969 -606558.8384230486 
-352766.70608637796 336678.52862595255 
-287378.1820065777 541975.9866926144 
-883245.2014370415 525779.45626885 
-464353.03783943364 169475.26803163765 
-235558.97274457465 -149054.3372058695 
-511761.49524225225 -534726.4134424506 
853715.0416884073 -287481.91488182684 
-599302.4280416723 495710.7305780838 
155923.283085329 738982.4369924148 
759114.1547423988 -134661.44301160017 
-107018.22619318333 -734340.877364948 
489465.16465928964 735356.2406582958 
-337808.08017477824 -555562.5276290108 
-880520.133625342 164226.51031202218 
-177268.5140412997 -239187.52335429413 
250881.64612676017 652764.3981452894 
-627230.7706258764 830810.8126190538 
-147645.3365152803 -244094.6213512303 
-635800.6895895696 -158785.63220886386 
-395714.7603650404 -124361.61820567062 
-436328.4346712495 554645.3682239063 
-971005.0783235853 -458523.6035675324 
-442214.9154593047 -801675.6510303982 
399765.4268676834 -742433.0511767794 
-74753.12015847082 -195777.4867143056 
736089.4096179912 -213279.60958412476 
-908976.5147879991 -796856.7147627317 
293914.43626974174 564965.8942372582 
765252.2368047929 -332499.0969421589 
727901.1925662232 -545011.1099802735 
-499719.2410458573 201123.60543090524 
-769056.3381314559 -298317.3418796781 
-854677.3396811318 70707.38688353682 
-638954.0128719015 25366.132232195814 
-90375.21835567628 103421.91250631679 
7032.389748185873 -598327.362949925 
535591.6656500422 -400542.2980440132 
768595.0850645627 -46646.068773402716 
-917773.9936524177 468407.39018601784 
-425038.0439406672 590273.2513618006 
916705.3878198843 -319290.1679415287 
-116113.1286843036 -134714.86918257945 
976805.871030685 588430.9950892951 
366510.78940727515 -101642.5492360125 
875233.5328411183 -51254.42396373267 
-990854.0486664901 -930260.2190879157 
-147485.62695215805 821144.7596949348 
73048.58371699066 -869421.6452315657 
381766.47877518204 164619.76521611633 
-432737.32512519497 -23788.85731852881 
-433762.51557739475 778524.543831445 
683885.5462966312 103165.99442227837 
298984.96664611204 512748.30006904225 
234226.2423045733 -357210.4912883651 
-975376.7408303409 -396763.9530870442 
663987.6858765013 499240.012265973 
787602.1736945887 -235498.73850100348 
45452.56435918296 461910.2962294335 
205665.4590958231 -416263.8187422496 
-39487.80907637393 231519.7289868088 
447655.2046011649 467340.78125098953 
-113390.21732532966 -90203.0684559301 
916762.3318729703 -759075.6510841094 
-363888.15227154584 -286453.75734853756 
-545169.4346456828 880988.0862472006 
-164951.99245344754 895157.2413203695 
-731704.8253951557 -597968.4018910443 
-669051.8120317581 -668835.0496996623 
-512337.74145293067 799633.5796684148 
-595810.3688455891 -333934.2411536444 
384736.36558849807 -612711.0470719563 
-974814.5258849163 278477.02059571794 
-563700.6097833696 28526.69622961199 
-801220.6267163341 15982.136124776327 
-969465.5183847394 -782390.9687758719 
103141.17820937745 279686.7234373207 
-677102.1882579792 690643.9647554541 
622100.7810973502 51505.649375992594 
282296.973777025 737253.8947020292 
620949.9658898935 750908.9464123179 
-73237.9165746189 -139514.83604883763 
-721817.2306553707 -104665.4961750484 
644772.7026517512 -384574.80108584964 
-391506.8776910901 -614414.4734760466 
-917352.2474395086 374598.8152392274 
563568.2691853829 -200486.312312552 
-923596.230613909 975407.2993848715 
326512.7188597729 -661608.6741524858 
-825551.2145100698 -912522.4072897218 
-34630.03087080293 424763.18203790905 
-140131.55569960922 949267.928051024 
-810131.2581213233 -325675.57636659616 
999.7163732347544 -290166.95450123376 
775548.1109803142 -266723.5994400538 
60461.6610076339 -603082.8347563535 
937071.8277674154 290475.8778033501 
-703985.1207065023 -873530.4952234757 
-811949.4014716237 281985.11522185383 
-752127.8148468576 -975591.8616922443 
950199.4437562763 662134.7849859267 
-450164.77275704476 -755105.6460080743 
