322629.4212219217 26934.190579152084 -872262.2062335219 759983.0475974726 -212911.14690346108 
-327111.9761335397 -748384.0704646525 122334.61252248357 -661554.9027751635 509202.14284056704 
-583263.8968918031 546167.6814502175 929480.2633284484 707661.1818707716 -980191.5589955152 
235481.37366781197 459844.38772059 -116957.67853489227 513325.60227581975 661066.6542788525 
-164692.78602303204 -121550.62275099219 -836581.2471857548 -183879.06314625544 639327.9338714862 
86844.1531354431 538856.6399948848 382109.4065638499 786659.962602241 53800.24102264433 
-199534.16619700938 -962223.7794470303 -306684.2891169386 -719145.9242611318 -780106.6402837395 
-863617.8679945903 -403670.65382286743 -61163.72892911045 664404.2605398644 -834293.3048716263 
-605451.8073445094 284114.1683137743 140160.61172880512 559269.0577299041 543472.9237765234 
-817107.5386792101 966212.6526048109 939365.798015902 -565820.9223803091 -404623.9905752038 
479100.13367583556 -979179.9886320522 195805.32604730246 224332.16256820154 892445.0441923256 
552135.9343671806 213792.80061399448 -633438.3010362063 -311354.08587587567 649399.2717797786 
565569.512669598 -781044.164362338 -987193.6448107708 -524261.7245139765 950648.7528801989 
700950.9598568857 445120.2623790037 -615704.314547576 467736.4315084722 667843.2144084778 
373468.61976692616 219091.54831967782 106068.99067173526 -490270.5589680989 878634.0141170993 
-8792.630834470736 -203574.32021132938 -959552.443469178 -149759.98848687438 692655.3362264873 
-2739.7353036504937 312238.4404376892 -111215.32983992074 965771.2641208291 -189256.82377902663 
782314.5324024064 -979580.3153551649 111818.28470632574 975954.2694311084 932721.3224321539 
994198.6308603876 940800.0789534405 571059.0305985482 -886785.4727803428 -799047.620000785 
-312190.56316170364 -173331.29335708008 248703.3532197941 274315.0863969105 -267167.5103797271 
-852179.1055930741 655185.5655559262 -681045.2147219648 -392720.50627737085 17550.12920351536 
348727.35617801244 -813154.119391726 -709383.8808237114 940443.6261192663 248748.89769718586 
-384522.5122903215 594114.3458949509 -425282.36276365747 -755904.5340083577 -889625.4071790178 
-116237.76374454214 782414.3534777723 720000.9825406214 747532.4421478945 -607636.8276288819 
750724.2317275689 -529690.7932824717 -517749.6921822835 180977.00597669068 836600.2334583984 
-17490.089877223247 -296435.4449550961 -68208.08664710552 -140775.73415529914 -142744.3436984357 
566909.3349276674 -590332.0850443747 -152911.32638683356 -903629.2787690572 517440.37848911434 
-596161.9933457765 859968.0805811281 -607790.5864067296 -923883.828517859 802753.3527919685 
-610152.4716678846 -725322.9973629955 -213082.83940577554 403868.22750441544 329148.74907513335 
510613.20876312745 271135.6554058646 -813874.1956296187 -122115.77642478491 -115637.95963909733 
-638626.6081173753 826300.4223237054 -826645.3494020896 -843866.2449395002 448964.2906960023 
563988.6137726849 -387970.9888084346 -53651.06873889465 877542.5810091165 -421244.6446598725 
-941904.5262654759 897615.2812437622 80253.08279291796 -963032.1158407782 -481598.7942892765 
-907406.6089533302 225921.12845273083 -173441.07327403477 -652440.853736754 801761.9626095195 
87276.00097672828 691901.9481951846 717260.459424206 -513418.05977375054 231136.32235830277 
-101569.52767505101 870365.2218379076 180065.95288324496 780146.9614817933 551037.0520600465 
-477136.6479492607 -597785.0034882444 -421035.7557985991 -836312.5064209981 753631.6180010729 
725543.1542652058 -734741.1002638646 -20016.747022014926 194828.19696073607 -868748.0296209649 
-571427.1014123391 -310243.8702327175 163180.62815452204 806256.3799007633 -210464.4224759842 
-747370.8703518733 954989.4431039563 -96982.98857395374 -46618.64512131573 397619.8537370404 
-839951.7405196289 385751.55833573453 957398.522689169 -737385.0441469514 -44715.47033886344 
953252.2710868472 602983.3504074465 -658510.6372652943 664007.138462615 195367.14443240664 
-614773.8703748176 -306728.6902388631 -977300.3134622949 912271.3205825067 176327.7758955022 
280064.63233492174 73438.78181984485 -751511.2216263737 466895.58599151066 -873835.025339238 
949352.2440634118 551452.0070440674 -569550.6443304002 487232.8947417501 -375461.5710283142 
742583.8044822214 -949886.575023021 -570100.8002887209 483404.5990021003 732496.0229638454 
288305.5449067254 -373756.1295053653 -70582.9921133942 -589222.2059462408 971613.377900624 
-871958.3013228027 -547220.0708697161 -314156.0622094874 -936954.3490152179 234197.7569117602 
-9404.399236346828 -827045.7197889594 -848083.3026555881 -475192.0551758803 602518.2090390583 
-629074.3376847827 -554415.2455263042 406197.66295352904 -879966.3938386482 696973.1933663639 
808983.7372224061 25928.31460195093 47003.50570214342 -393561.0005348538 -958847.7785831902 
-364357.64525456843 -996840.9975818131 -985512.7463738829 -10506.16021661344 905117.1665168654 
560638.3637249696 -472398.5994705042 406588.4963421894 74429.04758367199 -512578.82565526146 
679771.0541587225 -828287.0586328483 -946785.1315413652 -83548.72729472548 -377332.3148377412 
-414451.4078056305 49114.94344870071 -362271.2146764755 -705687.3128423865 -556729.2356187807 
80922.35425381572 371625.1070803073 -419935.52403138555 -683596.9343575452 723799.9577635378 
208173.37233424047 -740914.9746042369 895040.0734419711 -338465.48185618606 -519243.96383393544 
992717.7776956081 -70115.82211612316 195134.3534547228 -268283.5130870056 -357026.3198493975 
707659.9780544196 395830.1421281779 887555.7604320147 557945.1042028249 472756.8969493306 
-287299.4421577562 -773767.6314148605 -813359.7787480475 -942092.9535692681 -580664.7058427215 
769200.9969352828 722118.280337642 -467611.3465517784 -400869.9889865195 264666.1374165891 
346665.9621082607 -894307.0398483454 -956383.6022489225 417340.7607028794 945619.7433960785 
75056.84585329099 445436.56071836804 817425.8253111423 402327.8465789214 588201.0358633872 
