-424065.11923742003 -970094.6164091713 340210.68365920824 
926524.252656593 -723364.9026322926 147566.61917619943 
593149.9226732228 -908689.2988452613 580413.6720289465 
-704474.2936018021 638651.8463873602 -264611.3870892293 
604302.5416675478 -1530.8296323453542 575676.4565750328 
-18873.620403159177 -621463.1352364633 922239.6169902324 
-685117.893473008 815416.3823491968 228187.85157276294 
623810.9082359448 -338591.2398531366 -911143.2366143386 
693441.6645744203 -470411.31750171236 -375731.8704678627 
444860.6094861422 915932.0040353865 942273.9515261366 
-891600.7307071415 817423.9327690308 395870.0897165721 
-66233.06866062921 -549242.3526235069 294849.6331304561 
310831.99674873566 -272730.1564474915 520854.4265064837 
-958827.6861644733 142412.73999768146 54645.24947238248 
-571573.185198663 266242.02223578864 -675543.8837115802 
622887.1268827291 249146.27683124086 -713738.9884630989 
807068.7364835355 721367.6167032099 -612358.0262038177 
278615.3247883695 497111.4659361534 483077.4793045081 
-579883.1527170588 270431.7590445294 760239.8662924145 
625799.3781693028 611542.8821551432 -29099.07435162994 
330795.9674401593 -5150.043815998826 -346493.6501018965 
633138.6251409692 -165915.1452942025 788638.1203920252 
-619955.6640101133 82032.4384006029 727575.0612337741 
-168822.4592338521 -52797.092683703406 -243891.0895014326 
782289.7415834211 941780.646783923 -331442.3138875917 
-933408.9859472119 -489330.06414529047 71034.02698117099 
374004.39299603505 -151526.2504162091 157159.68918287545 
-883256.8001503582 524696.6785103222 -308250.83159413876 
600135.8545867021 -290347.6089532699 581091.7675271188 
-446780.196133052 -952103.8746166563 -822718.9882659987 
-224073.74355606 -620347.1201570241 -415188.22326058033 
30212.357645120705 209321.15149256424 707656.2314154617 
401419.7568729131 -358637.1336578849 324067.14826212754 
-947011.5302808746 411911.99075799924 714376.0902402096 
-733864.3959999043 381845.856892328 457828.57140483544 
-783359.1808214646 -583109.1561141803 273717.39668443706 
813318.8240379828 -571495.3109821535 134457.90077782283 
769197.4009779366 835793.042519684 631692.9673396591 
-138325.7744083855 -134639.89027059835 833273.3391040689 
554594.5538823458 -164326.5024814267 -649542.6926886474 
218963.70721225045 616861.6687160449 140394.40342606208 
-677647.4908909842 803153.4302636122 672322.1206499466 
-118960.91804340144 -447172.6030697818 401445.23093554354 
-177132.4047108529 645298.3501422408 -669113.8373832552 
-781050.1531104632 290171.49711582996 267095.77535691904 
968730.2572094204 867071.0045365547 -995276.1014599156 
-360280.492834238 -678782.9453087548 869794.1646825033 
-91096.96677755052 -419618.34473752766 435532.42003373336 
676130.0962611106 523578.3595027344 -72969.98080868856 
-12250.361624676734 999625.3933020739 966334.5975103322 
-106660.95339437679 -988034.035577277 661420.6781747888 
410145.7805482431 -651535.0159909026 574877.8595488546 
-563200.9607392916 -300297.1870131497 -368069.74056843435 
994033.3816843035 -899824.2809967377 -692711.0158243515 
-495949.63075575273 613864.3846093444 -974272.4298246279 
859392.7818913199 365896.1427536302 -302843.3657017641 
-143664.2579365552 450810.66939335363 -737267.5688127688 
415312.4139342704 -375040.79014929757 738098.1557819736 
752280.6999148834 871835.8776389272 474778.99347029114 
822079.8205105134 115398.12511562533 911255.1494379586 
-351565.26627514034 -991194.1405982296 -79219.21110098215 
150821.1329235672 137725.8235180704 -104067.95927735546 
295834.499114176 270264.641829632 61057.90056003048 
745334.7838765937 -758046.6430833475 935999.8358839164 
-894734.2090471248 -561973.4542003663 -471615.03182570636 
-430774.18003936915 -179193.48705151444 -673225.3316100016 
-246677.64422435302 128181.58582390542 975055.8358472327 
34649.15364112216 -728049.8290404584 -779927.6309596242 
392987.9978417882 -518969.56049239915 -124051.37157474575 
-342082.1829242584 162539.3129446688 594387.9711051343 
133103.86415313277 722515.2711895572 -332800.69621154375 
-313104.9617767043 719568.703111069 -247628.11694481317 
384592.0306961986 406170.7265620115 259891.66790861357 
92268.49750034022 433229.43240796705 458135.36530380487 
281559.9629980072 660027.3028442708 -429108.35168604413 
-907460.9091508421 -344800.2096587495 339874.499136189 
952697.1118474444 -935188.7948719888 -909191.6742210069 
-792773.8941186824 -93414.45369111234 874598.2649383594 
820530.330597148 925056.2917533128 874295.3326504743 
-423968.2278009462 -284090.9838940888 555435.6323209056 
-878613.1016048646 -880271.4666596001 -577873.317571217 
480074.9065354788 -360058.63732692343 -669596.8214726362 
-893845.6896474512 345924.42198637105 -853262.4211611948 
-463165.7965406426 -685572.7832264451 447439.42345753196 
490352.84612505045 337826.9462769977 -411241.37959534826 
136386.21123963036 -692053.8118576234 -352976.69267920614 
957196.8878578315 743275.7929289704 -667430.1013327469 
-124725.84526293562 -527577.8102484274 778212.2728126247 
468497.4834809692 -286829.35681226326 988603.2257198484 
-545253.8002159924 -153107.0177065566 338214.9985271224 
-742393.3609303337 -671707.2450080083 298771.9347214815 
275543.6762247875 633041.3608337159 697097.2806556278 
737192.7233965544 410971.10181607516 833727.937593166 
-877090.8851100903 700135.2541814402 -740663.456858176 
344907.26573484554 -790161.5025702942 657687.8947755934 
352543.1687975549 -863040.7275837247 -742820.6624120194 
89276.99113486358 798027.4154839332 -773859.9919297441 
644465.7623484379 88408.59281636891 174518.24181853863 
273967.52258276753 871974.1325902962 397014.9383471445 
-493756.7341490721 -852678.3816255459 -327283.9711837068 
-431218.90255292715 72068.22937548696 -339440.5662938636 
-564733.9333529884 -607809.4260571458 490867.76546816016 
-886496.6127979015 -761828.989391802 168059.0225173307 
-305192.37064027856 596584.346548951 920237.4313372115 
-121463.15473959327 -316582.5798155278 188356.57342252997 
-382699.7804964945 724027.9444991883 -857026.5777216877 
-630356.8467625913 24500.981597867794 880213.4546321346 
-469678.198213227 -31109.929097742308 -726448.8963212033 
-649735.2277368475 -221534.13376444124 -614972.0584981857 
833305.8933659564 -700530.648736832 -859699.2344243941 
50652.93555794493 -296968.1063877485 108715.93398441025 
385660.2731167432 -155594.31063568802 -515768.2025902237 
-360589.0136939938 -573032.2712804144 525148.6590315313 
-665340.337205387 464000.10163755435 795010.1926718995 
216421.50600309973 726842.0100984352 -749061.8613310698 
-932484.4172261296 105780.1907401008 -845287.3293648915 
-540724.551368142 -792455.4586838577 426271.9516085342 
-60474.58536976564 -150451.9982091093 -164144.55989143392 
962097.7976042619 162118.30787148303 -180120.22966205387 
847448.4432516864 196028.43502110965 -111274.62737608026 
315461.57382412325 -926040.6127067234 -666277.4343371007 
418481.17723591253 -619674.7789967918 -897335.0576704751 
941857.6590848232 296417.84164610575 -425673.61582630395 
-305277.39612760034 -498652.5391030914 -229611.99390588875 
-962498.2859462589 525793.9186475421 449818.6809900191 
947807.3834866462 -732519.1344308764 147322.5622470919 
-587662.8413845948 -659381.1627188316 423768.4982898333 
-151721.08470807015 610518.9692502969 819014.6408300456 
-173358.1776968625 -576065.5588990895 755015.1863606733 
890428.7302153842 -74729.75633654103 803012.1466466263 
-444880.99769177474 -950968.0787962457 -12958.104723242112 
-71887.31934694981 -39393.485794349224 -276142.5062725615 
-142594.01185972418 -742686.0593314681 274655.20745757734 
-463643.8191444742 -794023.5741000639 -135064.51578797086 
-212579.56069806777 -396706.1201496816 646453.7798036288 
85426.18141006283 -392649.62059415295 171613.28511743154 
-677912.2932787612 575878.4979667428 642140.431276544 
-135899.29290210968 -966603.5736583374 958785.1427215936 
829023.7074295718 574680.1862453944 -996208.4061237129 
513174.1490966147 420862.58342992654 251431.0026806465 
215576.68607739243 943482.5058232977 -622988.6752618407 
-377108.245727733 -526619.8265475677 -590053.4153119724 
-336948.5210127834 -967413.3626995416 558346.0953154427 
-771167.4178829162 898639.0240557273 -436600.1135340219 
-386087.6371546193 295556.60081455717 434014.96334153065 
815963.4323910475 73524.51520556491 -84873.72948757769 
-667075.1199455257 770913.4605260123 836666.412466763 
444110.68143811286 154023.30036657304 878785.5663259781 
158280.4401214174 956808.8126095748 531630.9439471117 
-95633.48619571817 610287.6937591103 -421533.465492332 
-377209.0796614011 -982393.2466155519 -510945.01282323844 
842588.2373245361 -270539.21924040373 358897.05833162926 
-886772.0343698051 -290620.67383121024 -615281.5663402874 
-254959.27360338275 -577189.2783729907 -445561.9595493168 
-600419.3606873645 284153.1123369308 -302707.04637993 
939747.3705922842 -515702.5159558402 902068.6606967917 
559125.6874305401 355194.405439151 497540.3306208011 
-994794.0294743696 -678600.6015845296 -101643.89097654354 
-328590.59702680574 -674166.009623412 -931406.4359609875 
792581.8918313591 -964592.6282308239 -770338.5213962415 
882913.6456181163 569852.5824090447 -221675.04900666408 
-266.9231474517146 -766893.19496468 -19816.889606609824 
